The validation report is based on ImmPort workspace (workspace_id = 6744).
The validation report was generated on 2022-03-12-00:26:55.
The data package file submitted was /home/immport/data/immport-data-upload-server/webupload_drop_zone/aleliu_20220312_31600___TEST.

File Name	Line Number	Status	Error Message	Description
PMIDTEST_protocol.txt		Parsing		Template: protocols.txt, Size:223 bytes
PMIDTEST_protocol.txt		Information		Validation Level = Standard
PMIDTEST_protocol.txt	3	Stored in:file_info		Size:223 bytes
PMIDTEST_protocol-01.txt	4	Stored in:protocols		Size:15731 bytes
PMIDTEST_protocol.txt		Parsed		Template: protocols.txt, Size:223 bytes
PMIDTEST_basic.txt		Parsing		Template: basic_study_design.txt, Size:4533 bytes
PMIDTEST_basic.txt		Information		Validation Level = Standard
PMIDTEST_basic.txt	3	Stored in:file_info		Size:4533 bytes
PMIDTEST_basic.txt	23	Information		Adding User Defined ID "Immune Response:SDY1004065817" for table "study_categorization"
PMIDTEST_basic.txt	26	Information		Adding User Defined ID "COVID-19:SDY1004065817" for table "study_2_condition_or_disease"
PMIDTEST_basic.txt	48	Information		Adding User Defined ID "PTL1004065811:SDY1004065817" for table "study_2_protocol"
2021. Immunological Memory to SARSCoV2 IMPORT SDY1870.docx	52	Stored in:study_file		Size:128894 bytes
PMIDTEST_basic.txt	52	Information		Adding User Defined ID "SDY1004065817:2021. Immunological Memory to SARSCoV2 IMPORT SDY1870.docx" for table "study_file"
2021. Supplemental Materials. Immunological Memory to SARSCoV2 IMPORT SDY1870.docx	53	Stored in:study_file		Size:6042265 bytes
PMIDTEST_basic.txt	53	Information		Adding User Defined ID "SDY1004065817:2021. Supplemental Materials. Immunological Memory to SARSCoV2 IMPORT SDY1870.docx" for table "study_file"
PMIDTEST_basic.txt	60	Information		Adding User Defined ID "SDY1004065817:TEST" for table "study_pubmed"
PMIDTEST_basic.txt		Parsed		Template: basic_study_design.txt, Size:4533 bytes
PMIDTEST_experiments.txt		Parsing		Template: experiments.txt, Size:274 bytes
PMIDTEST_experiments.txt		Information		Validation Level = Standard
PMIDTEST_experiments.txt	3	Stored in:file_info		Size:274 bytes
PMIDTEST_experiments.txt		Parsed		Template: experiments.txt, Size:274 bytes
nobody_20220312_1000000195___aleliu_20220312_31600___TEST		Completed		
