The validation report is based on ImmPort workspace (workspace_id = 6661).
The validation report was generated on 2022-08-25-13:50:07.
The data package file submitted was /home/immport/data/immport-data-upload-server/webupload_drop_zone/aleliu_20220825_34242___test.

File Name	Line Number	Status	Error Message	Description
PMID33727353_treatment.txt		Parsing		Template: treatments.txt, Size:301 bytes
PMID33727353_treatment.txt		Information		Validation Level = Standard
PMID33727353_treatment.txt	3	Stored in:file_info		Size:301 bytes
PMID33727353_treatment.txt		Parsed		Template: treatments.txt, Size:301 bytes
PMID33727353_experiment_samples.txt		Parsing		Template: experimentsamples.other.txt, Size:2994 bytes
PMID33727353_experiment_samples.txt		Information		Validation Level = Standard
PMID33727353_experiment_samples.txt	3	Stored in:file_info		Size:2994 bytes
PMID33727353_experiment_samples.txt	4	Information		The combined status for expsample_id (PMID33727353_expSample-01) and table expsample has values:  expsample_required (yes), expsample_user_defined_id (PMID33727353_expSample-01), and expsample_accession ().
PMID33727353_experiment_samples.txt	4	Information		The combined status for biosample_id (PMID33727353_biosampleID-01) and table biosample has values:  biosample_required (yes), biosample_user_defined_id (PMID33727353_biosampleID-01), and biosample_accession ().
PMID33727353_experiment_samples.txt	4	Information		The combined status for experiment_id (PMID33727353_experimentID-01) and table experiment has values:  experiment_required (yes), experiment_user_defined_id (PMID33727353_experimentID-01), and experiment_accession ().
PMID33727353_experiment_samples.txt	4	Error	User defined ID cannot be found in package or database	The user defined ID field(s) "user_defined_id" with value "PMID33727353_reagents_not_curated" in the Table reagent.  The row has ID field(s) "expsample_user_defined_id" and value "PMID33727353_expSample-01".
pointerToExperimentalData.txt	10	Stored in:file_info		Size:137 bytes
PMID33727353_experiment_samples.txt	5	Information		The combined status for expsample_id (PMID33727353_expSample-02) and table expsample has values:  expsample_required (yes), expsample_user_defined_id (PMID33727353_expSample-02), and expsample_accession ().
PMID33727353_experiment_samples.txt	5	Information		The combined status for biosample_id (PMID33727353_biosampleID-01) and table biosample has values:  biosample_required (no), biosample_user_defined_id (PMID33727353_biosampleID-01), and biosample_accession (BS1000145092).
PMID33727353_experiment_samples.txt	5	Information		The combined status for experiment_id (PMID33727353_experimentID-01) and table experiment has values:  experiment_required (no), experiment_user_defined_id (PMID33727353_experimentID-01), and experiment_accession (EXP1000145093).
PMID33727353_experiment_samples.txt	5	Information		The parent accession biosample_study_accession (SDY1868) was set using the table biosample and biosample_accession (BS1000145092).
PMID33727353_experiment_samples.txt	5	Information		The parent accession experiment_study_accession (SDY1868) was set using the table experiment and experiment_accession (EXP1000145093).
PMID33727353_experiment_samples.txt	5	Information		The value in experiment_study_accession (SDY1868) is assigned to study_accession.
PMID33727353_experiment_samples.txt	5	Error	User defined ID cannot be found in package or database	The user defined ID field(s) "user_defined_id" with value "PMID33727353_reagents_not_curated" in the Table reagent.  The row has ID field(s) "expsample_user_defined_id" and value "PMID33727353_expSample-02".
PMID33727353_experiment_samples.txt	6	Information		The combined status for expsample_id (PMID33727353_expSample-03) and table expsample has values:  expsample_required (yes), expsample_user_defined_id (PMID33727353_expSample-03), and expsample_accession ().
PMID33727353_experiment_samples.txt	6	Information		The combined status for biosample_id (PMID33727353_biosampleID-01) and table biosample has values:  biosample_required (no), biosample_user_defined_id (PMID33727353_biosampleID-01), and biosample_accession (BS1000145092).
PMID33727353_experiment_samples.txt	6	Information		The combined status for experiment_id (PMID33727353_experimentID-01) and table experiment has values:  experiment_required (no), experiment_user_defined_id (PMID33727353_experimentID-01), and experiment_accession (EXP1000145093).
PMID33727353_experiment_samples.txt	6	Information		The parent accession biosample_study_accession (SDY1868) was set using the table biosample and biosample_accession (BS1000145092).
PMID33727353_experiment_samples.txt	6	Information		The parent accession experiment_study_accession (SDY1868) was set using the table experiment and experiment_accession (EXP1000145093).
PMID33727353_experiment_samples.txt	6	Information		The value in experiment_study_accession (SDY1868) is assigned to study_accession.
PMID33727353_experiment_samples.txt	6	Error	User defined ID cannot be found in package or database	The user defined ID field(s) "user_defined_id" with value "PMID33727353_reagents_not_curated" in the Table reagent.  The row has ID field(s) "expsample_user_defined_id" and value "PMID33727353_expSample-03".
PMID33727353_experiment_samples.txt	7	Information		The combined status for expsample_id (PMID33727353_expSample-04) and table expsample has values:  expsample_required (yes), expsample_user_defined_id (PMID33727353_expSample-04), and expsample_accession ().
PMID33727353_experiment_samples.txt	7	Information		The combined status for biosample_id (PMID33727353_biosampleID-01) and table biosample has values:  biosample_required (no), biosample_user_defined_id (PMID33727353_biosampleID-01), and biosample_accession (BS1000145092).
PMID33727353_experiment_samples.txt	7	Information		The combined status for experiment_id (PMID33727353_experimentID-01) and table experiment has values:  experiment_required (no), experiment_user_defined_id (PMID33727353_experimentID-01), and experiment_accession (EXP1000145093).
PMID33727353_experiment_samples.txt	7	Information		The parent accession biosample_study_accession (SDY1868) was set using the table biosample and biosample_accession (BS1000145092).
PMID33727353_experiment_samples.txt	7	Information		The parent accession experiment_study_accession (SDY1868) was set using the table experiment and experiment_accession (EXP1000145093).
PMID33727353_experiment_samples.txt	7	Information		The value in experiment_study_accession (SDY1868) is assigned to study_accession.
PMID33727353_experiment_samples.txt	7	Error	User defined ID cannot be found in package or database	The user defined ID field(s) "user_defined_id" with value "PMID33727353_reagents_not_curated" in the Table reagent.  The row has ID field(s) "expsample_user_defined_id" and value "PMID33727353_expSample-04".
PMID33727353_experiment_samples.txt	8	Information		The combined status for expsample_id (PMID33727353_expSample-05) and table expsample has values:  expsample_required (yes), expsample_user_defined_id (PMID33727353_expSample-05), and expsample_accession ().
PMID33727353_experiment_samples.txt	8	Information		The combined status for biosample_id (PMID33727353_biosampleID-01) and table biosample has values:  biosample_required (no), biosample_user_defined_id (PMID33727353_biosampleID-01), and biosample_accession (BS1000145092).
PMID33727353_experiment_samples.txt	8	Information		The combined status for experiment_id (PMID33727353_experimentID-01) and table experiment has values:  experiment_required (no), experiment_user_defined_id (PMID33727353_experimentID-01), and experiment_accession (EXP1000145093).
PMID33727353_experiment_samples.txt	8	Information		The parent accession biosample_study_accession (SDY1868) was set using the table biosample and biosample_accession (BS1000145092).
PMID33727353_experiment_samples.txt	8	Information		The parent accession experiment_study_accession (SDY1868) was set using the table experiment and experiment_accession (EXP1000145093).
PMID33727353_experiment_samples.txt	8	Information		The value in experiment_study_accession (SDY1868) is assigned to study_accession.
PMID33727353_experiment_samples.txt	8	Error	User defined ID cannot be found in package or database	The user defined ID field(s) "user_defined_id" with value "PMID33727353_reagents_not_curated" in the Table reagent.  The row has ID field(s) "expsample_user_defined_id" and value "PMID33727353_expSample-05".
PMID33727353_experiment_samples.txt	9	Information		The combined status for expsample_id (PMID33727353_expSample-06) and table expsample has values:  expsample_required (yes), expsample_user_defined_id (PMID33727353_expSample-06), and expsample_accession ().
PMID33727353_experiment_samples.txt	9	Information		The combined status for biosample_id (PMID33727353_biosampleID-01) and table biosample has values:  biosample_required (no), biosample_user_defined_id (PMID33727353_biosampleID-01), and biosample_accession (BS1000145092).
PMID33727353_experiment_samples.txt	9	Information		The combined status for experiment_id (PMID33727353_experimentID-01) and table experiment has values:  experiment_required (no), experiment_user_defined_id (PMID33727353_experimentID-01), and experiment_accession (EXP1000145093).
PMID33727353_experiment_samples.txt	9	Information		The parent accession biosample_study_accession (SDY1868) was set using the table biosample and biosample_accession (BS1000145092).
PMID33727353_experiment_samples.txt	9	Information		The parent accession experiment_study_accession (SDY1868) was set using the table experiment and experiment_accession (EXP1000145093).
PMID33727353_experiment_samples.txt	9	Information		The value in experiment_study_accession (SDY1868) is assigned to study_accession.
PMID33727353_experiment_samples.txt	9	Error	User defined ID cannot be found in package or database	The user defined ID field(s) "user_defined_id" with value "PMID33727353_reagents_not_curated" in the Table reagent.  The row has ID field(s) "expsample_user_defined_id" and value "PMID33727353_expSample-06".
PMID33727353_experiment_samples.txt	10	Information		The combined status for expsample_id (PMID33727353_expSample-07) and table expsample has values:  expsample_required (yes), expsample_user_defined_id (PMID33727353_expSample-07), and expsample_accession ().
PMID33727353_experiment_samples.txt	10	Information		The combined status for biosample_id (PMID33727353_biosampleID-01) and table biosample has values:  biosample_required (no), biosample_user_defined_id (PMID33727353_biosampleID-01), and biosample_accession (BS1000145092).
PMID33727353_experiment_samples.txt	10	Information		The combined status for experiment_id (PMID33727353_experimentID-01) and table experiment has values:  experiment_required (no), experiment_user_defined_id (PMID33727353_experimentID-01), and experiment_accession (EXP1000145093).
PMID33727353_experiment_samples.txt	10	Information		The parent accession biosample_study_accession (SDY1868) was set using the table biosample and biosample_accession (BS1000145092).
PMID33727353_experiment_samples.txt	10	Information		The parent accession experiment_study_accession (SDY1868) was set using the table experiment and experiment_accession (EXP1000145093).
PMID33727353_experiment_samples.txt	10	Information		The value in experiment_study_accession (SDY1868) is assigned to study_accession.
PMID33727353_experiment_samples.txt	10	Error	User defined ID cannot be found in package or database	The user defined ID field(s) "user_defined_id" with value "PMID33727353_reagents_not_curated" in the Table reagent.  The row has ID field(s) "expsample_user_defined_id" and value "PMID33727353_expSample-07".
PMID33727353_experiment_samples.txt		Failed		Template: experimentsamples.other.txt, Size:2994 bytes
nobody_20220825_1000000247___aleliu_20220825_34242___test		Rejected		
