The validation report is based on ImmPort workspace (workspace_id = 6744).
The validation report was generated on 2022-03-16-15:25:05.
The data package file submitted was /home/immport/data/immport-data-upload-server/webupload_drop_zone/aleliu_20220316_31695___TEST.

File Name	Line Number	Status	Error Message	Description
PMID33184236_protocol.txt		Parsing		Template: protocols.txt, Size:260 bytes
PMID33184236_protocol.txt		Information		Validation Level = Standard
PMID33184236_protocol.txt	3	Stored in:file_info		Size:260 bytes
PMID33184236_protocol-01.txt	4	Stored in:protocols		Size:12837 bytes
PMID33184236_protocol.txt		Parsed		Template: protocols.txt, Size:260 bytes
PMID33184236_reagent.txt		Parsing		Template: reagents.other.txt, Size:256 bytes
PMID33184236_reagent.txt		Information		Validation Level = Standard
PMID33184236_reagent.txt	3	Stored in:file_info		Size:256 bytes
PMID33184236_reagent.txt	4	Error	Missing required value	The Rule check "Required Column" for Field "Manufacturer".  The row has ID field(s) "User Defined ID" and value "SARS-CoV-2 WA1 strain".
PMID33184236_reagent.txt	4	Error	Missing required value	The Rule check "Required Column" for Field "Catalog Number".  The row has ID field(s) "User Defined ID" and value "SARS-CoV-2 WA1 strain".
PMID33184236_reagent.txt	5	Error	Missing required value	The Rule check "Required Column" for Field "Manufacturer".  The row has ID field(s) "User Defined ID" and value "?".
PMID33184236_reagent.txt	5	Error	Missing required value	The Rule check "Required Column" for Field "Catalog Number".  The row has ID field(s) "User Defined ID" and value "?".
PMID33184236_reagent.txt		Failed		Template: reagents.other.txt, Size:256 bytes
PMID33184236_subject_organism.txt		Parsing		Template: subjectanimals.txt, Size:1269 bytes
PMID33184236_subject_organism.txt		Information		Validation Level = Standard
PMID33184236_subject_organism.txt	3	Stored in:file_info		Size:1269 bytes
PMID33184236_subject_organism.txt	4	Information		The combined status for subject_id (PMID33184236_organism_subject-01) and table subject has values:  subject_required (yes), subject_user_defined_id (PMID33184236_organism_subject-01), and subject_accession ().
PMID33184236_subject_organism.txt	4	Information		The combined status for arm_or_cohort_id (PMID33184236_aoc-01) and table arm_or_cohort has values:  arm_or_cohort_required (yes), arm_or_cohort_user_defined_id (PMID33184236_aoc-01), and arm_accession ().
PMID33184236_subject_organism.txt	4	Error	Value reported in template does not match preferred vocabulary. See template documentation for preferred vocabulary terms.	The Lookup Table check "lk_gender" in field "Gender" "Not Speciied".  The row has ID field(s) "subject_user_defined_id" and value "PMID33184236_organism_subject-01".
PMID33184236_subject_organism.txt	4	Error	Value reported in template does not match preferred vocabulary. See template documentation for preferred vocabulary terms.	The Lookup Table check "lk_species" in field "Species" "Human".  The row has ID field(s) "subject_user_defined_id" and value "PMID33184236_organism_subject-01".
PMID33184236_subject_organism.txt	4	Error	Value reported in template does not match preferred vocabulary. See template documentation for preferred vocabulary terms.	The Lookup Table check "lk_subject_location" in field "Subject Location" "NC".  The row has ID field(s) "subject_user_defined_id" and value "PMID33184236_organism_subject-01".
PMID33184236_subject_organism.txt	4	Error	The Arm Or Cohort ID must always be predefined	The check uses fields ["arm_or_cohort_required_value", "arm_or_cohort_required"] whose values are [no, yes].  The row has ID field(s) "subject_user_defined_id" and value "PMID33184236_organism_subject-01".
PMID33184236_subject_organism.txt	4	Error	subject age_unit "Years" is not in age_unit list linked to study_accession "[]"	The check-value-in-entity check "Years" in field "study_accession" "".  The row has ID field(s) "subject_user_defined_id" and value "PMID33184236_organism_subject-01".
PMID33184236_subject_organism.txt	9	Information		Adding User Defined ID "SUB1000000434:ARM1000000435::::COVID-19:DOID:0080600:" for table "immune_exposure"
PMID33184236_subject_organism.txt	9	Error	Missing required value	The Rule check "Required Column" for Field "Exposure Process Reported".  The row has ID field(s) ["subject_accession", "arm_accession", "Exposure Process Reported", "Exposure Material Reported", "Exposure Material ID", "Disease Reported", "Disease Ontology ID", "Disease Stage Reported"] and value ["SUB1000000434", "ARM1000000435", "", "", "", "COVID-19", "DOID:0080600", ""].
PMID33184236_subject_organism.txt	5	Information		The combined status for subject_id (PMID33184236_organism_subject-02) and table subject has values:  subject_required (yes), subject_user_defined_id (PMID33184236_organism_subject-02), and subject_accession ().
