The validation report is based on ImmPort workspace (workspace_id = 6661).
The validation report was generated on 2022-11-21-15:23:32.
The data package file submitted was /home/immport/data/immport-data-upload-server/webupload_drop_zone/aleliu_20221121_34848___test.

File Name	Line Number	Status	Error Message	Description
PMID35704428_protocol.txt		Parsing		Template: protocols.txt, Size:250 bytes
PMID35704428_protocol.txt		Information		Validation Level = Standard
PMID35704428_protocol.txt	3	Stored in:file_info		Size:250 bytes
PMID35704428_protocol-01.txt	4	Stored in:protocols		Size:5738 bytes
PMID35704428_protocol.txt		Parsed		Template: protocols.txt, Size:250 bytes
PMID35704428_reagent.txt		Parsing		Template: reagents.other.txt, Size:307 bytes
PMID35704428_reagent.txt		Information		Validation Level = Standard
PMID35704428_reagent.txt	3	Stored in:file_info		Size:307 bytes
PMID35704428_reagent.txt		Parsed		Template: reagents.other.txt, Size:307 bytes
PMID35704428_treatment.txt		Parsing		Template: treatments.txt, Size:301 bytes
PMID35704428_treatment.txt		Information		Validation Level = Standard
PMID35704428_treatment.txt	3	Stored in:file_info		Size:301 bytes
PMID35704428_treatment.txt		Parsed		Template: treatments.txt, Size:301 bytes
PMID35704428_basic.txt		Parsing		Template: basic_study_design.txt, Size:6048 bytes
PMID35704428_basic.txt		Information		Validation Level = Standard
PMID35704428_basic.txt	3	Stored in:file_info		Size:6048 bytes
PMID35704428_basic.txt	23	Error	Value reported in template does not match preferred vocabulary. See template documentation for preferred vocabulary terms.	The Lookup Table check "lk_research_focus" in field "Research Focus" "Infection Response | Immune Response".  The row has ID field(s) "Research Focus" and value "Infection Response | Immune Response".
PMID35704428_basic.txt	23	Information		Adding User Defined ID "Infection Response | Immune Response:SDY1000057234" for table "study_categorization"
PMID35704428_basic.txt	26	Information		Adding User Defined ID "COVID-19:SDY1000057234" for table "study_2_condition_or_disease"
PMID35704428_basic.txt	43	Error	No value for a unique column	The Unique Column check "order_number" in field "Order Number" "".  The row has ID field(s) "User Defined ID" and value "PMID35704428_visit-01".
PMID35704428_basic.txt	43	Error	Missing required value	The Rule check "Required Column" for Field "Order Number".  The row has ID field(s) "User Defined ID" and value "PMID35704428_visit-01".
PMID35704428_basic.txt	43	Error	Missing required value	The Rule check "Required Column" for Field "Min Start Day".  The row has ID field(s) "User Defined ID" and value "PMID35704428_visit-01".
PMID35704428_basic.txt	45	Error	No value for a unique column	The Unique Column check "order_number" in field "Order Number" "".  The row has ID field(s) "User Defined ID" and value "PMID35704428_visit-02".
PMID35704428_basic.txt	45	Error	Missing required value	The Rule check "Required Column" for Field "Order Number".  The row has ID field(s) "User Defined ID" and value "PMID35704428_visit-02".
PMID35704428_basic.txt	45	Error	Missing required value	The Rule check "Required Column" for Field "Min Start Day".  The row has ID field(s) "User Defined ID" and value "PMID35704428_visit-02".
PMID35704428_basic.txt	46	Error	User defined ID is already in package	The user defined ID field(s) "User Defined ID" with value "doses" in the Table planned_visit.  The row has ID field(s) "User Defined ID" and value "doses".
PMID35704428_basic.txt	46	Error	Duplicate data row	The check uses entity "Template File" whose value is "basic_study_design.txt".  The row has ID field(s) "User Defined ID" and value "doses".
PMID35704428_basic.txt	47	Error	No value for a unique column	The Unique Column check "order_number" in field "Order Number" "".  The row has ID field(s) "User Defined ID" and value "PMID35704428_visit-03".
PMID35704428_basic.txt	47	Error	Missing required value	The Rule check "Required Column" for Field "Order Number".  The row has ID field(s) "User Defined ID" and value "PMID35704428_visit-03".
PMID35704428_basic.txt	47	Error	Missing required value	The Rule check "Required Column" for Field "Min Start Day".  The row has ID field(s) "User Defined ID" and value "PMID35704428_visit-03".
PMID35704428_basic.txt	48	Error	Missing required value	The Rule check "Required Column" for Field "Min Start Day".  The row has ID field(s) "User Defined ID" and value "dose".
PMID35704428_basic.txt	49	Error	No value for a unique column	The Unique Column check "order_number" in field "Order Number" "".  The row has ID field(s) "User Defined ID" and value "PMID35704428_visit-04".
PMID35704428_basic.txt	49	Error	Missing required value	The Rule check "Required Column" for Field "Order Number".  The row has ID field(s) "User Defined ID" and value "PMID35704428_visit-04".
PMID35704428_basic.txt	49	Error	Missing required value	The Rule check "Required Column" for Field "Min Start Day".  The row has ID field(s) "User Defined ID" and value "PMID35704428_visit-04".
PMID35704428_basic.txt	50	Error	User defined ID is already in package	The user defined ID field(s) "User Defined ID" with value "doses" in the Table planned_visit.  The row has ID field(s) "User Defined ID" and value "doses".
PMID35704428_basic.txt	50	Error	Duplicate data row	The check uses entity "Template File" whose value is "basic_study_design.txt".  The row has ID field(s) "User Defined ID" and value "doses".
PMID35704428_basic.txt	51	Error	No value for a unique column	The Unique Column check "order_number" in field "Order Number" "".  The row has ID field(s) "User Defined ID" and value "PMID35704428_visit-05".
PMID35704428_basic.txt	51	Error	Missing required value	The Rule check "Required Column" for Field "Order Number".  The row has ID field(s) "User Defined ID" and value "PMID35704428_visit-05".
PMID35704428_basic.txt	51	Error	Missing required value	The Rule check "Required Column" for Field "Min Start Day".  The row has ID field(s) "User Defined ID" and value "PMID35704428_visit-05".
PMID35704428_basic.txt	52	Error	User defined ID is already in package	The user defined ID field(s) "User Defined ID" with value "doses" in the Table planned_visit.  The row has ID field(s) "User Defined ID" and value "doses".
PMID35704428_basic.txt	52	Error	Duplicate data row	The check uses entity "Template File" whose value is "basic_study_design.txt".  The row has ID field(s) "User Defined ID" and value "doses".
PMID35704428_basic.txt	53	Error	No value for a unique column	The Unique Column check "order_number" in field "Order Number" "".  The row has ID field(s) "User Defined ID" and value "PMID35704428_visit-06".
PMID35704428_basic.txt	53	Error	Missing required value	The Rule check "Required Column" for Field "Order Number".  The row has ID field(s) "User Defined ID" and value "PMID35704428_visit-06".
PMID35704428_basic.txt	53	Error	Missing required value	The Rule check "Required Column" for Field "Min Start Day".  The row has ID field(s) "User Defined ID" and value "PMID35704428_visit-06".
PMID35704428_basic.txt	54	Error	User defined ID is already in package	The user defined ID field(s) "User Defined ID" with value "doses" in the Table planned_visit.  The row has ID field(s) "User Defined ID" and value "doses".
PMID35704428_basic.txt	54	Error	Duplicate data row	The check uses entity "Template File" whose value is "basic_study_design.txt".  The row has ID field(s) "User Defined ID" and value "doses".
PMID35704428_basic.txt	55	Error	No value for a unique column	The Unique Column check "order_number" in field "Order Number" "".  The row has ID field(s) "User Defined ID" and value "PMID35704428_visit-07".
PMID35704428_basic.txt	55	Error	Missing required value	The Rule check "Required Column" for Field "Order Number".  The row has ID field(s) "User Defined ID" and value "PMID35704428_visit-07".
PMID35704428_basic.txt	55	Error	Missing required value	The Rule check "Required Column" for Field "Min Start Day".  The row has ID field(s) "User Defined ID" and value "PMID35704428_visit-07".
PMID35704428_basic.txt	56	Error	User defined ID is already in package	The user defined ID field(s) "User Defined ID" with value "doses" in the Table planned_visit.  The row has ID field(s) "User Defined ID" and value "doses".
PMID35704428_basic.txt	56	Error	Duplicate data row	The check uses entity "Template File" whose value is "basic_study_design.txt".  The row has ID field(s) "User Defined ID" and value "doses".
PMID35704428_basic.txt	67	Information		Adding User Defined ID "PTL1000057216:SDY1000057234" for table "study_2_protocol"
PMID35704428_nejmc2206725_appendix.pdf	71	Stored in:study_file		Size:785967 bytes
PMID35704428_basic.txt	71	Information		Adding User Defined ID "SDY1000057234:PMID35704428_nejmc2206725_appendix.pdf" for table "study_file"
PMID35704428_data.xlsx	72	Stored in:study_file		Size:39296 bytes
PMID35704428_basic.txt	72	Information		Adding User Defined ID "SDY1000057234:PMID35704428_data.xlsx" for table "study_file"
PMID35704428_v1.2.4.xlsm	73	Stored in:study_file		Size:117785 bytes
PMID35704428_basic.txt	73	Information		Adding User Defined ID "SDY1000057234:PMID35704428_v1.2.4.xlsm" for table "study_file"
PMID35704428_JSON.json	74	Stored in:study_file		Size:17373 bytes
PMID35704428_basic.txt	74	Information		Adding User Defined ID "SDY1000057234:PMID35704428_JSON.json" for table "study_file"
PMID35704428_basic.txt	81	Information		Adding User Defined ID "SDY1000057234:35704428" for table "study_pubmed"
PMID35704428_basic.txt		Failed		Template: basic_study_design.txt, Size:6048 bytes
PMID35704428_subject_human.txt		Parsing		Template: subjecthumans.txt, Size:1513 bytes
PMID35704428_subject_human.txt		Information		Validation Level = Standard
PMID35704428_subject_human.txt	3	Stored in:file_info		Size:1513 bytes
PMID35704428_subject_human.txt	4	Information		The combined status for subject_id (PMID35704428_human_subject-01) and table subject has values:  subject_required (yes), subject_user_defined_id (PMID35704428_human_subject-01), and subject_accession ().
PMID35704428_subject_human.txt	4	Information		The combined status for arm_or_cohort_id (PMID35704428_human_subject-01) and table arm_or_cohort has values:  arm_or_cohort_required (no), arm_or_cohort_user_defined_id (PMID35704428_human_subject-01), and arm_accession (ARM1000057239).
PMID35704428_subject_human.txt	7	Information		Adding User Defined ID "SUB1000057318:ARM1000057239:unknown:Moderna COVID-19 vaccine | Pfizer BioNTech COVID-19 vaccine:VO:0005157 | VO:0004988:COVID-19:DOID:0080600:n/a" for table "immune_exposure"
PMID35704428_subject_human.txt	5	Information		The combined status for subject_id (PMID35704428_human_subject-02) and table subject has values:  subject_required (yes), subject_user_defined_id (PMID35704428_human_subject-02), and subject_accession ().
PMID35704428_subject_human.txt	5	Information		The combined status for arm_or_cohort_id (PMID35704428_human_subject-02) and table arm_or_cohort has values:  arm_or_cohort_required (no), arm_or_cohort_user_defined_id (PMID35704428_human_subject-02), and arm_accession (ARM1000057240).
PMID35704428_subject_human.txt	7	Information		Adding User Defined ID "SUB1000057323:ARM1000057240:unknown:Moderna COVID-19 vaccine | Pfizer BioNTech COVID-19 vaccine:VO:0005157 | VO:0004988:COVID-19:DOID:0080600:n/a" for table "immune_exposure"
PMID35704428_subject_human.txt	6	Information		The combined status for subject_id (PMID35704428_human_subject-03) and table subject has values:  subject_required (yes), subject_user_defined_id (PMID35704428_human_subject-03), and subject_accession ().
