The validation report is based on ImmPort workspace (workspace_id = 6661).
The validation report was generated on 2022-08-23-19:19:23.
The data package file submitted was /home/immport/data/immport-data-upload-server/webupload_drop_zone/aleliu_20220823_34080___TEST.

File Name	Line Number	Status	Error Message	Description
PMID34001652_protocol.txt		Parsing		Template: protocols.txt, Size:250 bytes
PMID34001652_protocol.txt		Information		Validation Level = Standard
PMID34001652_protocol.txt	3	Stored in:file_info		Size:250 bytes
PMID34001652_protocol-01.txt	4	Stored in:protocols		Size:6102 bytes
PMID34001652_protocol.txt		Parsed		Template: protocols.txt, Size:250 bytes
PMID34001652_reagent.txt		Parsing		Template: reagents.other.txt, Size:859 bytes
PMID34001652_reagent.txt		Information		Validation Level = Standard
PMID34001652_reagent.txt	3	Stored in:file_info		Size:859 bytes
PMID34001652_reagent.txt		Parsed		Template: reagents.other.txt, Size:859 bytes
PMID34001652_treatment.txt		Parsing		Template: treatments.txt, Size:301 bytes
PMID34001652_treatment.txt		Information		Validation Level = Standard
PMID34001652_treatment.txt	3	Stored in:file_info		Size:301 bytes
PMID34001652_treatment.txt		Parsed		Template: treatments.txt, Size:301 bytes
PMID34001652_basic.txt		Parsing		Template: basic_study_design.txt, Size:5857 bytes
PMID34001652_basic.txt		Information		Validation Level = Standard
PMID34001652_basic.txt	3	Stored in:file_info		Size:5857 bytes
PMID34001652_basic.txt	23	Information		Adding User Defined ID "Vaccine Response:SDY1000088024" for table "study_categorization"
PMID34001652_basic.txt	26	Information		Adding User Defined ID "COVID-19:SDY1000088024" for table "study_2_condition_or_disease"
PMID34001652_basic.txt	42	Error	Not a real number	The Numeric Type check "float" in field "Min Start Day" "n/a".  The row has ID field(s) "User Defined ID" and value "PMID34001652_visit-01".
PMID34001652_basic.txt	42	Error	Not a real number	The Numeric Type check "float" in field "Max Start Day" "n/a".  The row has ID field(s) "User Defined ID" and value "PMID34001652_visit-01".
PMID34001652_basic.txt	43	Error	Not a real number	The Numeric Type check "float" in field "Min Start Day" "n/a".  The row has ID field(s) "User Defined ID" and value "PMID34001652_visit-02".
PMID34001652_basic.txt	43	Error	Not a real number	The Numeric Type check "float" in field "Max Start Day" "n/a".  The row has ID field(s) "User Defined ID" and value "PMID34001652_visit-02".
PMID34001652_basic.txt	44	Error	Not a real number	The Numeric Type check "float" in field "Min Start Day" "n/a".  The row has ID field(s) "User Defined ID" and value "PMID34001652_visit-03".
PMID34001652_basic.txt	44	Error	Not a real number	The Numeric Type check "float" in field "Max Start Day" "n/a".  The row has ID field(s) "User Defined ID" and value "PMID34001652_visit-03".
PMID34001652_basic.txt	55	Information		Adding User Defined ID "PTL1000088005:SDY1000088024" for table "study_2_protocol"
