The validation report is based on ImmPort workspace (workspace_id = 6661).
The validation report was generated on 2022-03-12-00:24:56.
The data package file submitted was /home/immport/data/immport-data-upload-server/webupload_drop_zone/aleliu_20220312_31598___TEST.

File Name	Line Number	Status	Error Message	Description
PMIDTEST_basic.txt		Parsing		Template: basic_study_design.txt, Size:4533 bytes
PMIDTEST_basic.txt		Information		Validation Level = Standard
PMIDTEST_basic.txt	3	Stored in:file_info		Size:4533 bytes
PMIDTEST_basic.txt	23	Information		Adding User Defined ID "Immune Response:SDY1004065750" for table "study_categorization"
PMIDTEST_basic.txt	26	Information		Adding User Defined ID "COVID-19:SDY1004065750" for table "study_2_condition_or_disease"
PMIDTEST_basic.txt	48	Error	User defined ID cannot be found in package or database	The user defined ID field(s) "user_defined_id" with value "PMIDTEST_protocol-01" in the Table protocol.  The row has ID field(s) "Protocol ID" and value "PMIDTEST_protocol-01".
PMIDTEST_basic.txt	48	Information		Adding User Defined ID ":SDY1004065750" for table "study_2_protocol"
2021. Immunological Memory to SARSCoV2 IMPORT SDY1870.docx	52	Stored in:study_file		Size:128894 bytes
PMIDTEST_basic.txt	52	Information		Adding User Defined ID "SDY1004065750:2021. Immunological Memory to SARSCoV2 IMPORT SDY1870.docx" for table "study_file"
2021. Supplemental Materials. Immunological Memory to SARSCoV2 IMPORT SDY1870.docx	53	Stored in:study_file		Size:6042265 bytes
PMIDTEST_basic.txt	53	Information		Adding User Defined ID "SDY1004065750:2021. Supplemental Materials. Immunological Memory to SARSCoV2 IMPORT SDY1870.docx" for table "study_file"
PMIDTEST_basic.txt	60	Information		Adding User Defined ID "SDY1004065750:TEST" for table "study_pubmed"
PMIDTEST_basic.txt		Failed		Template: basic_study_design.txt, Size:4533 bytes
PMIDTEST_protocol-01.txt		Stored in:file_info	WARNING: File is not used in upload and is being archived only	Size:15731 bytes
nobody_20220312_1000000193___aleliu_20220312_31598___TEST		Rejected		
