The validation report is based on ImmPort workspace (workspace_id = 6744).
The validation report was generated on 2022-03-07-11:46:12.
The data package file submitted was /home/immport/data/immport-data-upload-server/webupload_drop_zone/aleliu_20220307_31450___test.

File Name	Line Number	Status	Error Message	Description
PMID33408181_protocol.txt		Parsing		Template: protocols.txt, Size:235 bytes
PMID33408181_protocol.txt		Information		Validation Level = Standard
PMID33408181_protocol.txt	3	Stored in:file_info		Size:235 bytes
PMID33408181_protocol-01.txt	4	Stored in:protocols		Size:15731 bytes
PMID33408181_protocol.txt		Parsed		Template: protocols.txt, Size:235 bytes
PMID33408181_basic.txt		Parsing		Template: basic_study_design.txt, Size:4425 bytes
PMID33408181_basic.txt		Information		Validation Level = Standard
PMID33408181_basic.txt	3	Stored in:file_info		Size:4425 bytes
PMID33408181_basic.txt	6	Error	Missing required value	The Rule check "Required Column" for Field "Intervention Agent".  The row has ID field(s) "User Defined ID" and value "PMID33408181".
PMID33408181_basic.txt	23	Information		Adding User Defined ID ":SDY1003242882" for table "study_categorization"
PMID33408181_basic.txt	23	Error	Missing required value	The Rule check "Required Column" for Field "Research Focus".  The row has ID field(s) "Research Focus" and value "".
PMID33408181_basic.txt	26	Information		Adding User Defined ID "COVID-19:SDY1003242882" for table "study_2_condition_or_disease"
PMID33408181_basic.txt	29	Error	Cannot find header row in compound template	The Compound Template has value "study_personnel".
PMID33408181_basic.txt	30	Error	Cannot find header row in compound template	The Compound Template has value "study_personnel".
PMID33408181_basic.txt	31	Error	Cannot find header row in compound template	The Compound Template has value "study_personnel".
PMID33408181_basic.txt	34	Error	Cannot find header row in compound template	The Compound Template has value "planned_visit".
PMID33408181_basic.txt	35	Error	Cannot find header row in compound template	The Compound Template has value "planned_visit".
PMID33408181_basic.txt	36	Error	Cannot find header row in compound template	The Compound Template has value "planned_visit".
PMID33408181_basic.txt	39	Error	Cannot find header row in compound template	The Compound Template has value "inclusion_exclusion".
PMID33408181_basic.txt	40	Error	Cannot find header row in compound template	The Compound Template has value "inclusion_exclusion".
PMID33408181_basic.txt	41	Error	Cannot find header row in compound template	The Compound Template has value "inclusion_exclusion".
PMID33408181_basic.txt	44	Information		Adding User Defined ID "PTL1003242876:SDY1003242882" for table "study_2_protocol"
