The validation report is based on ImmPort workspace (workspace_id = 6661).
The validation report was generated on 2022-08-25-14:39:17.
The data package file submitted was /home/immport/data/immport-data-upload-server/webupload_drop_zone/aleliu_20220825_34268___TEST.

File Name	Line Number	Status	Error Message	Description
PMID34353890_reagent.txt		Parsing		Template: reagents.other.txt, Size:297 bytes
PMID34353890_reagent.txt		Information		Validation Level = Standard
PMID34353890_reagent.txt	3	Stored in:file_info		Size:297 bytes
PMID34353890_reagent.txt		Parsed		Template: reagents.other.txt, Size:297 bytes
PMID34353890_treatment.txt		Parsing		Template: treatments.txt, Size:301 bytes
PMID34353890_treatment.txt		Information		Validation Level = Standard
PMID34353890_treatment.txt	3	Stored in:file_info		Size:301 bytes
PMID34353890_treatment.txt		Parsed		Template: treatments.txt, Size:301 bytes
PMID34353890_panel_SCH.txt		Parsing		Template: assessments.txt, Size:972 bytes
PMID34353890_panel_SCH.txt		Information		Validation Level = Standard
PMID34353890_panel_SCH.txt	3	Stored in:file_info		Size:972 bytes
PMID34353890_panel_SCH.txt	4	Information		The combined status for subject_id (PMID34353890_human_subject-05) and table subject has values:  subject_required (yes), subject_user_defined_id (PMID34353890_human_subject-05), and subject_accession ().
PMID34353890_panel_SCH.txt	4	Information		The combined status for assessment_panel_id (PMID34353890_assessment_SCH-01) and table assessment_panel has values:  assessment_panel_required (yes), assessment_panel_user_defined_id (PMID34353890_assessment_SCH-01), and assessment_panel_accession ().
PMID34353890_panel_SCH.txt	4	Error	User defined ID cannot be found in package or database	The user defined ID field(s) "user_defined_id" with value "PMID34353890_study-01" in the Table study.  The row has ID field(s) "subject_user_defined_id" and value "PMID34353890_human_subject-05".
PMID34353890_panel_SCH.txt	4	Error	The subject ID must always be for a predefined subject	The check uses fields ["subject_required_value", "subject_required"] whose values are [no, yes].  The row has ID field(s) "subject_user_defined_id" and value "PMID34353890_human_subject-05".
PMID34353890_panel_SCH.txt	4	Error	assessment_component study_accession "" is not in study_accession list linked to subject_accession "[]"	The check-value-in-entity check "" in field "subject_accession" "SUB1000148663".  The row has ID field(s) "subject_user_defined_id" and value "PMID34353890_human_subject-05".
PMID34353890_panel_SCH.txt	5	Error	The study_accession for the assessment component is not same as for the planned visit	The check uses fields ["study_accession", "planned_visit_study_accession"] whose values are [AP1000148664, SDY1916].  The row has ID field(s) "User Defined ID" and value "PMID34353890_component_SCH-01".
PMID34353890_panel_SCH.txt	5	Information		The combined status for subject_id (PMID34353890_human_subject-06) and table subject has values:  subject_required (yes), subject_user_defined_id (PMID34353890_human_subject-06), and subject_accession ().
PMID34353890_panel_SCH.txt	5	Information		The combined status for assessment_panel_id (PMID34353890_assessment_SCH-02) and table assessment_panel has values:  assessment_panel_required (yes), assessment_panel_user_defined_id (PMID34353890_assessment_SCH-02), and assessment_panel_accession ().
PMID34353890_panel_SCH.txt	5	Error	User defined ID cannot be found in package or database	The user defined ID field(s) "user_defined_id" with value "PMID34353890_study-01" in the Table study.  The row has ID field(s) "subject_user_defined_id" and value "PMID34353890_human_subject-06".
PMID34353890_panel_SCH.txt	5	Error	The subject ID must always be for a predefined subject	The check uses fields ["subject_required_value", "subject_required"] whose values are [no, yes].  The row has ID field(s) "subject_user_defined_id" and value "PMID34353890_human_subject-06".
PMID34353890_panel_SCH.txt	5	Error	assessment_component study_accession "" is not in study_accession list linked to subject_accession "[]"	The check-value-in-entity check "" in field "subject_accession" "SUB1000148672".  The row has ID field(s) "subject_user_defined_id" and value "PMID34353890_human_subject-06".
PMID34353890_panel_SCH.txt	5	Error	The study_accession for the assessment component is not same as for the planned visit	The check uses fields ["study_accession", "planned_visit_study_accession"] whose values are [AP1000148673, SDY1916].  The row has ID field(s) "User Defined ID" and value "PMID34353890_component_SCH-02".
PMID34353890_panel_SCH.txt		Failed		Template: assessments.txt, Size:972 bytes
PMID34353890_experiment_samples.txt		Parsing		Template: experimentsamples.other.txt, Size:5568 bytes
PMID34353890_experiment_samples.txt		Information		Validation Level = Standard
PMID34353890_experiment_samples.txt	3	Stored in:file_info		Size:5568 bytes
PMID34353890_experiment_samples.txt	4	Information		The combined status for expsample_id (PMID34353890_expSample-01) and table expsample has values:  expsample_required (yes), expsample_user_defined_id (PMID34353890_expSample-01), and expsample_accession ().
PMID34353890_experiment_samples.txt	4	Information		The combined status for biosample_id (PMID34353890_biosampleID-01) and table biosample has values:  biosample_required (yes), biosample_user_defined_id (PMID34353890_biosampleID-01), and biosample_accession ().
PMID34353890_experiment_samples.txt	4	Information		The combined status for experiment_id (PMID34353890_experimentID-01) and table experiment has values:  experiment_required (yes), experiment_user_defined_id (PMID34353890_experimentID-01), and experiment_accession ().
PMID34353890_experiment_samples.txt	4	Error	User defined ID cannot be found in package or database	The user defined ID field(s) "user_defined_id" with value "PMID34353890_study-01" in the Table study.  The row has ID field(s) "expsample_user_defined_id" and value "PMID34353890_expSample-01".
pointerToExperimentalData.txt	15	Stored in:file_info		Size:137 bytes
PMID34353890_experiment_samples.txt	15	Error	The path expression for the file could not be generated due to missing data.	The Path Expression for "FILE_INFO" generation with Parameters [workspaceId, fileInfoId, fileName, detail, studyAccession] and corresponding Values [6661, 1000148691, pointerToExperimentalData.1000148691.txt, Custom assay result, NULL]  The row has ID field(s) "Name" and value "pointerToExperimentalData.txt".
PMID34353890_experiment_samples.txt	15	Error	Missing required value	The Rule check "Required Column" for Field "path".  The row has ID field(s) "Name" and value "pointerToExperimentalData.txt".
PMID34353890_experiment_samples.txt	4	Error	biosample study_accession "" is not in study_accession list linked to subject_accession "[]"	The check-value-in-entity check "" in field "subject_accession" "SUB1000148663".  The row has ID field(s) "expsample_user_defined_id" and value "PMID34353890_expSample-01".
PMID34353890_experiment_samples.txt	4	Error	The study_accession for the biological sample is not the same as for the planned visit	The check uses fields ["study_accession", "planned_visit_study_accession"] whose values are [, SDY1916].  The row has ID field(s) "expsample_user_defined_id" and value "PMID34353890_expSample-01".
PMID34353890_experiment_samples.txt	5	Information		The combined status for expsample_id (PMID34353890_expSample-02) and table expsample has values:  expsample_required (yes), expsample_user_defined_id (PMID34353890_expSample-02), and expsample_accession ().
PMID34353890_experiment_samples.txt	5	Information		The combined status for biosample_id (PMID34353890_biosampleID-01) and table biosample has values:  biosample_required (no), biosample_user_defined_id (PMID34353890_biosampleID-01), and biosample_accession (BS1000148688).
PMID34353890_experiment_samples.txt	5	Information		The combined status for experiment_id (PMID34353890_experimentID-01) and table experiment has values:  experiment_required (no), experiment_user_defined_id (PMID34353890_experimentID-01), and experiment_accession (EXP1000148689).
PMID34353890_experiment_samples.txt	5	Information		The parent accession biosample_study_accession () was set using the table biosample and biosample_accession (BS1000148688).
PMID34353890_experiment_samples.txt	5	Information		The parent accession experiment_study_accession () was set using the table experiment and experiment_accession (EXP1000148689).
PMID34353890_experiment_samples.txt	5	Information		The value in experiment_study_accession () is assigned to study_accession.
PMID34353890_experiment_samples.txt	6	Information		The combined status for expsample_id (PMID34353890_expSample-03) and table expsample has values:  expsample_required (yes), expsample_user_defined_id (PMID34353890_expSample-03), and expsample_accession ().
PMID34353890_experiment_samples.txt	6	Information		The combined status for biosample_id (PMID34353890_biosampleID-01) and table biosample has values:  biosample_required (no), biosample_user_defined_id (PMID34353890_biosampleID-01), and biosample_accession (BS1000148688).
