The validation report is based on ImmPort workspace (workspace_id = 6661).
The validation report was generated on 2022-08-24-20:38:59.
The data package file submitted was /home/immport/data/immport-data-upload-server/webupload_drop_zone/aleliu_20220824_34171___TEST.

File Name	Line Number	Status	Error Message	Description
PMID34759001_reagent.txt		Parsing		Template: reagents.other.txt, Size:1111 bytes
PMID34759001_reagent.txt		Information		Validation Level = Standard
PMID34759001_reagent.txt	3	Stored in:file_info		Size:1111 bytes
PMID34759001_reagent.txt		Parsed		Template: reagents.other.txt, Size:1111 bytes
PMID34759001_treatment.txt		Parsing		Template: treatments.txt, Size:301 bytes
PMID34759001_treatment.txt		Information		Validation Level = Standard
PMID34759001_treatment.txt	3	Stored in:file_info		Size:301 bytes
PMID34759001_treatment.txt		Parsed		Template: treatments.txt, Size:301 bytes
PMID34759001_panel_SCH.txt		Parsing		Template: assessments.txt, Size:1347 bytes
PMID34759001_panel_SCH.txt		Information		Validation Level = Standard
PMID34759001_panel_SCH.txt	3	Stored in:file_info		Size:1347 bytes
PMID34759001_panel_SCH.txt	4	Information		The combined status for subject_id (PMID34759001_human_subject-01) and table subject has values:  subject_required (no), subject_user_defined_id (PMID34759001_human_subject-01), and subject_accession (SUB251925).
PMID34759001_panel_SCH.txt	4	Information		The combined status for assessment_panel_id (PMID34759001_assessment_SCH-01) and table assessment_panel has values:  assessment_panel_required (yes), assessment_panel_user_defined_id (PMID34759001_assessment_SCH-01), and assessment_panel_accession ().
PMID34759001_panel_SCH.txt	4	Error	User defined ID cannot be found in package or database	The user defined ID field(s) "user_defined_id" with value "PMID34759001_study-01" in the Table study.  The row has ID field(s) "subject_user_defined_id" and value "PMID34759001_human_subject-01".
PMID34759001_panel_SCH.txt	4	Error	assessment_component study_accession "" is not in study_accession list linked to subject_accession "[SDY1967]"	The check-value-in-entity check "" in field "subject_accession" "SUB251925".  The row has ID field(s) "subject_user_defined_id" and value "PMID34759001_human_subject-01".
PMID34759001_panel_SCH.txt	6	Error	The study_accession for the assessment component is not same as for the planned visit	The check uses fields ["study_accession", "planned_visit_study_accession"] whose values are [AP1000136201, SDY1967].  The row has ID field(s) "User Defined ID" and value "PMID34759001_human_subject-01".
PMID34759001_panel_SCH.txt	5	Information		The combined status for subject_id (PMID34759001_human_subject-02) and table subject has values:  subject_required (no), subject_user_defined_id (PMID34759001_human_subject-02), and subject_accession (SUB251926).
