The validation report is based on ImmPort workspace (workspace_id = 6661).
The validation report was generated on 2022-08-25-14:29:06.
The data package file submitted was /home/immport/data/immport-data-upload-server/webupload_drop_zone/aleliu_20220825_34265___TEST.

File Name	Line Number	Status	Error Message	Description
PMID34802457_reagent.txt		Parsing		Template: reagents.other.txt, Size:245 bytes
PMID34802457_reagent.txt		Information		Validation Level = Standard
PMID34802457_reagent.txt	3	Stored in:file_info		Size:245 bytes
PMID34802457_reagent.txt		Parsed		Template: reagents.other.txt, Size:245 bytes
PMID34802457_treatment.txt		Parsing		Template: treatments.txt, Size:301 bytes
PMID34802457_treatment.txt		Information		Validation Level = Standard
PMID34802457_treatment.txt	3	Stored in:file_info		Size:301 bytes
PMID34802457_treatment.txt		Parsed		Template: treatments.txt, Size:301 bytes
PMID34802457_panel_SCH.txt		Parsing		Template: assessments.txt, Size:998 bytes
PMID34802457_panel_SCH.txt		Information		Validation Level = Standard
PMID34802457_panel_SCH.txt	3	Stored in:file_info		Size:998 bytes
PMID34802457_panel_SCH.txt	4	Information		The combined status for subject_id (PMID34802457_human_subject-01) and table subject has values:  subject_required (no), subject_user_defined_id (PMID34802457_human_subject-01), and subject_accession (SUB251906).
PMID34802457_panel_SCH.txt	4	Information		The combined status for assessment_panel_id (PMID34802457_assessment_SCH-01) and table assessment_panel has values:  assessment_panel_required (yes), assessment_panel_user_defined_id (PMID34802457_assessment_SCH-01), and assessment_panel_accession ().
PMID34802457_panel_SCH.txt	4	Error	User defined ID cannot be found in package or database	The user defined ID field(s) "user_defined_id" with value "PMID34802457_study-01" in the Table study.  The row has ID field(s) "subject_user_defined_id" and value "PMID34802457_human_subject-01".
PMID34802457_panel_SCH.txt	4	Error	assessment_component study_accession "" is not in study_accession list linked to subject_accession "[SDY1917]"	The check-value-in-entity check "" in field "subject_accession" "SUB251906".  The row has ID field(s) "subject_user_defined_id" and value "PMID34802457_human_subject-01".
PMID34802457_panel_SCH.txt	5	Error	The study_accession for the assessment component is not same as for the planned visit	The check uses fields ["study_accession", "planned_visit_study_accession"] whose values are [AP1000148574, SDY1917].  The row has ID field(s) "User Defined ID" and value "PMID34802457_component_SCH-01".
PMID34802457_panel_SCH.txt	5	Information		The combined status for subject_id (PMID34802457_human_subject-02) and table subject has values:  subject_required (no), subject_user_defined_id (PMID34802457_human_subject-02), and subject_accession (SUB251907).
PMID34802457_panel_SCH.txt	5	Information		The combined status for assessment_panel_id (PMID34802457_assessment_SCH-02) and table assessment_panel has values:  assessment_panel_required (yes), assessment_panel_user_defined_id (PMID34802457_assessment_SCH-02), and assessment_panel_accession ().
PMID34802457_panel_SCH.txt	5	Error	User defined ID cannot be found in package or database	The user defined ID field(s) "user_defined_id" with value "PMID34802457_study-01" in the Table study.  The row has ID field(s) "subject_user_defined_id" and value "PMID34802457_human_subject-02".
PMID34802457_panel_SCH.txt	5	Error	assessment_component study_accession "" is not in study_accession list linked to subject_accession "[SDY1917]"	The check-value-in-entity check "" in field "subject_accession" "SUB251907".  The row has ID field(s) "subject_user_defined_id" and value "PMID34802457_human_subject-02".
PMID34802457_panel_SCH.txt	5	Error	The study_accession for the assessment component is not same as for the planned visit	The check uses fields ["study_accession", "planned_visit_study_accession"] whose values are [AP1000148581, SDY1917].  The row has ID field(s) "User Defined ID" and value "PMID34802457_component_SCH-02".
PMID34802457_panel_SCH.txt		Failed		Template: assessments.txt, Size:998 bytes
PMID34802457_experiment_samples.txt		Parsing		Template: experimentsamples.other.txt, Size:994 bytes
PMID34802457_experiment_samples.txt		Information		Validation Level = Standard
PMID34802457_experiment_samples.txt	3	Stored in:file_info		Size:994 bytes
PMID34802457_experiment_samples.txt	4	Information		The combined status for expsample_id (PMID34802457_expSample-01) and table expsample has values:  expsample_required (yes), expsample_user_defined_id (PMID34802457_expSample-01), and expsample_accession ().
PMID34802457_experiment_samples.txt	4	Information		The combined status for biosample_id (PMID34802457_biosampleID-01) and table biosample has values:  biosample_required (yes), biosample_user_defined_id (PMID34802457_biosampleID-01), and biosample_accession ().
PMID34802457_experiment_samples.txt	4	Information		The combined status for experiment_id (PMID34802457_experimentID-01) and table experiment has values:  experiment_required (yes), experiment_user_defined_id (PMID34802457_experimentID-01), and experiment_accession ().
PMID34802457_experiment_samples.txt	4	Error	User defined ID cannot be found in package or database	The user defined ID field(s) "user_defined_id" with value "PMID34802457_study-01" in the Table study.  The row has ID field(s) "expsample_user_defined_id" and value "PMID34802457_expSample-01".
PMID34802457_experiment_samples.txt	4	Error	User defined ID cannot be found in package or database	The user defined ID field(s) "user_defined_id" with value "PMID34802457_visit-01" in the Table planned_visit.  The row has ID field(s) "expsample_user_defined_id" and value "PMID34802457_expSample-01".
pointerToExperimentalData.txt	4	Stored in:file_info		Size:137 bytes
PMID34802457_experiment_samples.txt	4	Error	The path expression for the file could not be generated due to missing data.	The Path Expression for "FILE_INFO" generation with Parameters [workspaceId, fileInfoId, fileName, detail, studyAccession] and corresponding Values [6661, 1000148599, pointerToExperimentalData.1000148599.txt, Custom assay result, NULL]  The row has ID field(s) "Name" and value "pointerToExperimentalData.txt".
PMID34802457_experiment_samples.txt	4	Error	Missing required value	The Rule check "Required Column" for Field "path".  The row has ID field(s) "Name" and value "pointerToExperimentalData.txt".
PMID34802457_experiment_samples.txt	4	Error	biosample study_accession "" is not in study_accession list linked to subject_accession "[SDY1917]"	The check-value-in-entity check "" in field "subject_accession" "SUB251906".  The row has ID field(s) "expsample_user_defined_id" and value "PMID34802457_expSample-01".
PMID34802457_experiment_samples.txt		Failed		Template: experimentsamples.other.txt, Size:994 bytes
nobody_20220825_1000000263___aleliu_20220825_34265___TEST		Rejected		
