The validation report is based on ImmPort workspace (workspace_id = 6661).
The validation report was generated on 2022-08-23-20:05:15.
The data package file submitted was /home/immport/data/immport-data-upload-server/webupload_drop_zone/aleliu_20220823_34093___TEST.

File Name	Line Number	Status	Error Message	Description
PMID35148837_protocol.txt		Parsing		Template: protocols.txt, Size:250 bytes
PMID35148837_protocol.txt		Information		Validation Level = Standard
PMID35148837_protocol.txt	3	Stored in:file_info		Size:250 bytes
PMID35148837_protocol-01.txt	4	Stored in:protocols		Size:15747 bytes
PMID35148837_protocol.txt		Parsed		Template: protocols.txt, Size:250 bytes
PMID35148837_reagent.txt		Parsing		Template: reagents.other.txt, Size:789 bytes
PMID35148837_reagent.txt		Information		Validation Level = Standard
PMID35148837_reagent.txt	3	Stored in:file_info		Size:789 bytes
PMID35148837_reagent.txt		Parsed		Template: reagents.other.txt, Size:789 bytes
PMID35148837_treatment.txt		Parsing		Template: treatments.txt, Size:301 bytes
PMID35148837_treatment.txt		Information		Validation Level = Standard
PMID35148837_treatment.txt	3	Stored in:file_info		Size:301 bytes
PMID35148837_treatment.txt		Parsed		Template: treatments.txt, Size:301 bytes
PMID35148837_basic.txt		Parsing		Template: basic_study_design.txt, Size:7762 bytes
PMID35148837_basic.txt		Information		Validation Level = Standard
PMID35148837_basic.txt	3	Stored in:file_info		Size:7762 bytes
PMID35148837_basic.txt	23	Information		Adding User Defined ID "Immune Response:SDY1000090799" for table "study_categorization"
PMID35148837_basic.txt	26	Information		Adding User Defined ID "Covid-19 | SARS-CoV-2 Alpha | B117 | SARS-CoV-2 Delta | B16172:SDY1000090799" for table "study_2_condition_or_disease"
PMID35148837_basic.txt	67	Information		Adding User Defined ID "PTL1000090777:SDY1000090799" for table "study_2_protocol"
PMID35148837_v1.2.5.xlsm	71	Stored in:study_file		Size:115226 bytes
PMID35148837_basic.txt	71	Information		Adding User Defined ID "SDY1000090799:PMID35148837_v1.2.5.xlsm" for table "study_file"
PMID35148837_basic.txt	75	Information		Adding User Defined ID "SDY1000090799:Mendeley Data:https://data.mendeley.com/datasets/j8r94pfrj6/1" for table "study_link"
PMID35148837_basic.txt	76	Information		Adding User Defined ID "SDY1000090799:original code:https://doi.org/10.5281/zenodo.5854880" for table "study_link"
PMID35148837_basic.txt	77	Information		Adding User Defined ID "SDY1000090799:Github repository:https://github.com/boyd-lab/covid-infection-vs-vaccination?" for table "study_link"
PMID35148837_basic.txt	81	Information		Adding User Defined ID "SDY1000090799:35148837" for table "study_pubmed"
PMID35148837_basic.txt		Parsed		Template: basic_study_design.txt, Size:7762 bytes
PMID35148837_subject_human.txt		Parsing		Template: subjecthumans.txt, Size:2500 bytes
PMID35148837_subject_human.txt		Information		Validation Level = Standard
PMID35148837_subject_human.txt	3	Stored in:file_info		Size:2500 bytes
PMID35148837_subject_human.txt	4	Information		The combined status for subject_id (PMID35148837_human_subject-01) and table subject has values:  subject_required (yes), subject_user_defined_id (PMID35148837_human_subject-01), and subject_accession ().
PMID35148837_subject_human.txt	4	Information		The combined status for arm_or_cohort_id (PMID35148837_human_subject-01) and table arm_or_cohort has values:  arm_or_cohort_required (no), arm_or_cohort_user_defined_id (PMID35148837_human_subject-01), and arm_accession (ARM1000090803).
PMID35148837_subject_human.txt	4	Error	Value reported in template does not match preferred vocabulary. See template documentation for preferred vocabulary terms.	The Lookup Table check "lk_subject_location" in field "Subject Location" "US : California".  The row has ID field(s) "subject_user_defined_id" and value "PMID35148837_human_subject-01".
PMID35148837_subject_human.txt	11	Information		Adding User Defined ID "SUB1000090847:ARM1000090803:unknown:Pfizer BioNTech COVID-19 vaccine:VO:0004987:Covid-19 | SARS-CoV-2 Alpha | B117 | SARS-CoV-2 Delta | B16172::Unknown" for table "immune_exposure"
PMID35148837_subject_human.txt	5	Information		The combined status for subject_id (PMID35148837_human_subject-02) and table subject has values:  subject_required (yes), subject_user_defined_id (PMID35148837_human_subject-02), and subject_accession ().
PMID35148837_subject_human.txt	5	Information		The combined status for arm_or_cohort_id (PMID35148837_human_subject-02) and table arm_or_cohort has values:  arm_or_cohort_required (no), arm_or_cohort_user_defined_id (PMID35148837_human_subject-02), and arm_accession (ARM1000090804).
