The validation report is based on ImmPort workspace (workspace_id = 6661).
The validation report was generated on 2022-08-24-19:49:02.
The data package file submitted was /home/immport/data/immport-data-upload-server/webupload_drop_zone/aleliu_20220824_34166___TEST.

File Name	Line Number	Status	Error Message	Description
PMID34952892_reagent.txt		Parsing		Template: reagents.other.txt, Size:407 bytes
PMID34952892_reagent.txt		Information		Validation Level = Standard
PMID34952892_reagent.txt	3	Stored in:file_info		Size:407 bytes
PMID34952892_reagent.txt	4	Error	User defined ID is already in database	The user defined ID field(s) "User Defined ID" with value "PMID34952892_reagentID-01" in the Table reagent.  The row has ID field(s) "User Defined ID" and value "PMID34952892_reagentID-01".
PMID34952892_reagent.txt	5	Error	User defined ID is already in database	The user defined ID field(s) "User Defined ID" with value "PMID34952892_reagentID-02" in the Table reagent.  The row has ID field(s) "User Defined ID" and value "PMID34952892_reagentID-02".
PMID34952892_reagent.txt	6	Error	User defined ID is already in database	The user defined ID field(s) "User Defined ID" with value "PMID34952892_reagentID-03" in the Table reagent.  The row has ID field(s) "User Defined ID" and value "PMID34952892_reagentID-03".
PMID34952892_reagent.txt	7	Error	User defined ID is already in database	The user defined ID field(s) "User Defined ID" with value "PMID34952892_reagentID-04" in the Table reagent.  The row has ID field(s) "User Defined ID" and value "PMID34952892_reagentID-04".
PMID34952892_reagent.txt		Failed		Template: reagents.other.txt, Size:407 bytes
PMID34952892_treatment.txt		Parsing		Template: treatments.txt, Size:301 bytes
PMID34952892_treatment.txt		Information		Validation Level = Standard
PMID34952892_treatment.txt	3	Stored in:file_info		Size:301 bytes
PMID34952892_treatment.txt	4	Error	User defined ID is already in database	The user defined ID field(s) "User Defined ID" with value "PMID34952892_treatment" in the Table treatment.  The row has ID field(s) "User Defined ID" and value "PMID34952892_treatment".
PMID34952892_treatment.txt		Failed		Template: treatments.txt, Size:301 bytes
PMID34952892_panel_SCH.txt		Parsing		Template: assessments.txt, Size:1754 bytes
PMID34952892_panel_SCH.txt		Information		Validation Level = Standard
PMID34952892_panel_SCH.txt	3	Stored in:file_info		Size:1754 bytes
PMID34952892_panel_SCH.txt	4	Information		The combined status for subject_id (PMID34952892_human_subject-01) and table subject has values:  subject_required (no), subject_user_defined_id (PMID34952892_human_subject-01), and subject_accession (SUB252177).
PMID34952892_panel_SCH.txt	4	Information		The combined status for assessment_panel_id (PMID34952892_assessment_SCH-01) and table assessment_panel has values:  assessment_panel_required (no), assessment_panel_user_defined_id (PMID34952892_assessment_SCH-01), and assessment_panel_accession (AP120324).
PMID34952892_panel_SCH.txt	4	Information		The parent accession study_accession (SDY1974) was set using the table assessment_panel and assessment_panel_accession (AP120324).
PMID34952892_panel_SCH.txt	9	Error	User defined ID is already in database	The user defined ID field(s) "User Defined ID" with value "PMID34952892_human_subject-01" in the Table assessment_component.  The row has ID field(s) "User Defined ID" and value "PMID34952892_human_subject-01".
PMID34952892_panel_SCH.txt	5	Information		The combined status for subject_id (PMID34952892_human_subject-02) and table subject has values:  subject_required (no), subject_user_defined_id (PMID34952892_human_subject-02), and subject_accession (SUB252178).
PMID34952892_panel_SCH.txt	5	Information		The combined status for assessment_panel_id (PMID34952892_assessment_SCH-02) and table assessment_panel has values:  assessment_panel_required (no), assessment_panel_user_defined_id (PMID34952892_assessment_SCH-02), and assessment_panel_accession (AP120325).
PMID34952892_panel_SCH.txt	5	Information		The parent accession study_accession (SDY1974) was set using the table assessment_panel and assessment_panel_accession (AP120325).
PMID34952892_panel_SCH.txt	9	Error	User defined ID is already in database	The user defined ID field(s) "User Defined ID" with value "PMID34952892_human_subject-02" in the Table assessment_component.  The row has ID field(s) "User Defined ID" and value "PMID34952892_human_subject-02".
PMID34952892_panel_SCH.txt	6	Information		The combined status for subject_id (PMID34952892_human_subject-03) and table subject has values:  subject_required (no), subject_user_defined_id (PMID34952892_human_subject-03), and subject_accession (SUB252179).
PMID34952892_panel_SCH.txt	6	Information		The combined status for assessment_panel_id (PMID34952892_assessment_SCH-03) and table assessment_panel has values:  assessment_panel_required (no), assessment_panel_user_defined_id (PMID34952892_assessment_SCH-03), and assessment_panel_accession (AP120326).
PMID34952892_panel_SCH.txt	6	Information		The parent accession study_accession (SDY1974) was set using the table assessment_panel and assessment_panel_accession (AP120326).
PMID34952892_panel_SCH.txt	9	Error	User defined ID is already in database	The user defined ID field(s) "User Defined ID" with value "PMID34952892_human_subject-03" in the Table assessment_component.  The row has ID field(s) "User Defined ID" and value "PMID34952892_human_subject-03".
PMID34952892_panel_SCH.txt	7	Information		The combined status for subject_id (PMID34952892_human_subject-04) and table subject has values:  subject_required (no), subject_user_defined_id (PMID34952892_human_subject-04), and subject_accession (SUB252180).
PMID34952892_panel_SCH.txt	7	Information		The combined status for assessment_panel_id (PMID34952892_assessment_SCH-04) and table assessment_panel has values:  assessment_panel_required (no), assessment_panel_user_defined_id (PMID34952892_assessment_SCH-04), and assessment_panel_accession (AP120327).
PMID34952892_panel_SCH.txt	7	Information		The parent accession study_accession (SDY1974) was set using the table assessment_panel and assessment_panel_accession (AP120327).
PMID34952892_panel_SCH.txt	9	Error	User defined ID is already in database	The user defined ID field(s) "User Defined ID" with value "PMID34952892_human_subject-04" in the Table assessment_component.  The row has ID field(s) "User Defined ID" and value "PMID34952892_human_subject-04".
PMID34952892_panel_SCH.txt	8	Information		The combined status for subject_id (PMID34952892_human_subject-05) and table subject has values:  subject_required (no), subject_user_defined_id (PMID34952892_human_subject-05), and subject_accession (SUB252181).
PMID34952892_panel_SCH.txt	8	Information		The combined status for assessment_panel_id (PMID34952892_assessment_SCH-05) and table assessment_panel has values:  assessment_panel_required (no), assessment_panel_user_defined_id (PMID34952892_assessment_SCH-05), and assessment_panel_accession (AP120328).
PMID34952892_panel_SCH.txt	8	Information		The parent accession study_accession (SDY1974) was set using the table assessment_panel and assessment_panel_accession (AP120328).
PMID34952892_panel_SCH.txt	9	Error	User defined ID is already in database	The user defined ID field(s) "User Defined ID" with value "PMID34952892_human_subject-05" in the Table assessment_component.  The row has ID field(s) "User Defined ID" and value "PMID34952892_human_subject-05".
PMID34952892_panel_SCH.txt	9	Information		The combined status for subject_id (PMID34952892_human_subject-06) and table subject has values:  subject_required (no), subject_user_defined_id (PMID34952892_human_subject-06), and subject_accession (SUB252182).
PMID34952892_panel_SCH.txt	9	Information		The combined status for assessment_panel_id (PMID34952892_assessment_SCH-06) and table assessment_panel has values:  assessment_panel_required (no), assessment_panel_user_defined_id (PMID34952892_assessment_SCH-06), and assessment_panel_accession (AP120329).
